INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	CASRN	SMILES
Thiobencarb	Approved Name	DTXSID6024337	Thiobencarb	28249-77-6	CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1
Thiophanate-methyl	Approved Name	DTXSID1024338	Thiophanate-methyl	23564-05-8	COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1
Tri-allate	Approved Name	DTXSID5024344	Tri-allate	2303-17-5	CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl
2,4,5-Trichlorophenol	Approved Name	DTXSID4024359	2,4,5-Trichlorophenol	95-95-4	OC1=C(Cl)C=C(Cl)C(Cl)=C1
2-[2-(2-Ethoxyethoxy)ethoxy]ethanol	Approved Name	DTXSID3024368	2-[2-(2-Ethoxyethoxy)ethoxy]ethanol	112-50-5	CCOCCOCCOCCO
Vernolate	Approved Name	DTXSID7024376	Vernolate	1929-77-7	CCCSC(=O)N(CCC)CCC
Acetic acid	Approved Name	DTXSID5024394	Acetic acid	64-19-7	CC(O)=O
Aldicarb oxime	Approved Name	DTXSID9024431	Aldicarb oxime	1646-75-9	CSC(C)(C)C=NO
Allura Red C.I.16035	Approved Name	DTXSID4024436	Allura Red C.I.16035	25956-17-6	[Na+].[Na+].COC1=C(C=C(C)C(=C1)S([O-])(=O)=O)\N=N\C1=C2C=CC(=CC2=CC=C1O)S([O-])(=O)=O
4-Aminoazobenzene	Approved Name	DTXSID6024460	4-Aminoazobenzene	60-09-3	NC1=CC=C(C=C1)\N=N\C1=CC=CC=C1
4-Aminobenzoic acid	Approved Name	DTXSID6024466	4-Aminobenzoic acid	150-13-0	NC1=CC=C(C=C1)C(O)=O
5-Amino-2-methylphenol	Approved Name	DTXSID9024489	5-Amino-2-methylphenol	2835-95-2	CC1=C(O)C=C(N)C=C1
4-Androstene-3,17-dione	Approved Name	DTXSID8024523	4-Androstene-3,17-dione	63-05-8	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
Anthralin	Approved Name	DTXSID7024538	Anthralin	1143-38-0	OC1=C2C(CC3=CC=CC(O)=C3C2=O)=CC=C1
Azodicarbonamide	Approved Name	DTXSID0024553	Azodicarbonamide	123-77-3	NC(=O)N=NC(N)=O
Benzothiazole	Approved Name	DTXSID7024586	Benzothiazole	95-16-9	S1C=NC2=CC=CC=C12
Benzyl salicylate	Approved Name	DTXSID1024598	Benzyl salicylate	118-58-1	OC1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1
Bis(2-methoxyethyl) ether	Expert Validated Synonym	DTXSID1024621	Diethylene glycol dimethyl ether	111-96-6	COCCOCCOC
Bisphenol A diglycidyl ether	Approved Name	DTXSID6024624	Bisphenol A diglycidyl ether	1675-54-3	CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1
Bronopol	Approved Name	DTXSID8024652	Bronopol	52-51-7	OCC(Br)(CO)[N+]([O-])=O
3-Bromo-1-propanol	Approved Name	DTXSID3024657	3-Bromo-1-propanol	627-18-9	OCCCBr
Butanal oxime	Expert Validated Synonym	DTXSID2024664	Butyraldehyde oxime	110-69-0	CCCC=NO
1,4-Butanediol	Approved Name	DTXSID2024666	1,4-Butanediol	110-63-4	OCCCCO
Butyl acrylate	Approved Name	DTXSID6024676	Butyl acrylate	141-32-2	CCCCOC(=O)C=C
tert-Butylamine	Approved Name	DTXSID5024681	tert-Butylamine	75-64-9	CC(C)(C)N
Butyl glycidyl ether	Approved Name	DTXSID9024691	Butyl glycidyl ether	2426-08-6	CCCCOCC1CO1
tert-Butyl perbenzoate	Approved Name	DTXSID9024699	tert-Butyl perbenzoate	614-45-9	CC(C)(C)OOC(=O)C1=CC=CC=C1
4-tert-Butyltoluene	Approved Name	DTXSID1024704	4-tert-Butyltoluene	98-51-1	CC1=CC=C(C=C1)C(C)(C)C
D-Camphor	Approved Name	DTXSID4024721	D-Camphor	464-49-3	CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2
Carbendazim	Approved Name	DTXSID4024729	Carbendazim	10605-21-7	COC(=O)NC1=NC2=CC=CC=C2N1
Chloroneb	Approved Name	DTXSID2024793	Chloroneb	2675-77-6	COC1=CC(Cl)=C(OC)C=C1Cl
4-Chlorotoluene	Approved Name	DTXSID8024814	4-Chlorotoluene	106-43-4	CC1=CC=C(Cl)C=C1
1-Chloro-4-(trifluoromethyl)benzene	Approved Name	DTXSID7024821	1-Chloro-4-(trifluoromethyl)benzene	98-56-6	FC(F)(F)C1=CC=C(Cl)C=C1
Chlorpromazine hydrochloride	Approved Name	DTXSID7024827	Chlorpromazine hydrochloride	69-09-0	Cl.CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2
(2E)-3-Phenylprop-2-enal	Approved Name	DTXSID6024834	(2E)-3-Phenylprop-2-enal	14371-10-9	O=C\C=C\C1=CC=CC=C1
3,7-Dimethyl-2,6-octadienal	Approved Name	DTXSID6024836	3,7-Dimethyl-2,6-octadienal	5392-40-5	CC(C)=CCCC(C)=CC=O
Colchicine	Approved Name	DTXSID5024845	Colchicine	64-86-8	[H][C@@]1(CCC2=C(C(OC)=C(OC)C(OC)=C2)C2=CC=C(OC)C(=O)C=C12)NC(C)=O
Cumene hydroperoxide	Approved Name	DTXSID3024869	Cumene hydroperoxide	80-15-9	CC(C)(OO)C1=CC=CC=C1
Cyanuric acid	Approved Name	DTXSID7024873	Cyanuric acid	108-80-5	OC1=NC(O)=NC(O)=N1
Cycloheximide	Approved Name	DTXSID6024882	Cycloheximide	66-81-9	C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1
Cyclophosphamide monohydrate	Approved Name	DTXSID6024888	Cyclophosphamide monohydrate	6055-19-2	O.ClCCN(CCCl)P1(=O)NCCCO1
Cytarabine hydrochloride	Approved Name	DTXSID5024891	Cytarabine hydrochloride	69-74-9	Cl.NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
Dazomet	Approved Name	DTXSID7024902	Dazomet	533-74-4	CN1CSC(=S)N(C)C1
Decane	Approved Name	DTXSID6024913	Decane	124-18-5	CCCCCCCCCC
Diacetone alcohol	Approved Name	DTXSID6024917	Diacetone alcohol	123-42-2	CC(=O)CC(C)(C)O
1,6-Hexanediamine	Approved Name	DTXSID5024922	1,6-Hexanediamine	124-09-4	NCCCCCCN
3,4-Diaminotoluene	Approved Name	DTXSID9024930	3,4-Diaminotoluene	496-72-0	CC1=CC=C(N)C(N)=C1
Dibromoacetonitrile	Approved Name	DTXSID3024940	Dibromoacetonitrile	3252-43-5	BrC(Br)C#N
1,2-Dibromo-2,4-dicyanobutane	Approved Name	DTXSID3024944	1,2-Dibromo-2,4-dicyanobutane	35691-65-7	BrCC(Br)(CCC#N)C#N
Di-tert-butyl peroxide	Approved Name	DTXSID2024955	Di-tert-butyl peroxide	110-05-4	CC(C)(C)OOC(C)(C)C
1,3-Dichloro-5,5-dimethylhydantoin	Approved Name	DTXSID4024985	1,3-Dichloro-5,5-dimethylhydantoin	118-52-5	CC1(C)N(Cl)C(=O)N(Cl)C1=O
4,4'-Dichlorodiphenyl sulfone	Approved Name	DTXSID9024986	4,4'-Dichlorodiphenyl sulfone	80-07-9	ClC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(Cl)C=C1
Troclosene	Expert Validated Synonym	DTXSID8024993	Dichloro-1,3,5-triazinetrione	2782-57-2	ClN1C(=O)NC(=O)N(Cl)C1=O
Sodium dichloroisocyanurate	Approved Name	DTXSID3024994	Sodium dichloroisocyanurate	2893-78-9	[Na+].ClN1C(=O)[N-]C(=O)N(Cl)C1=O
3,4-Dichloronitrobenzene	Approved Name	DTXSID8024999	3,4-Dichloronitrobenzene	99-54-7	[O-][N+](=O)C1=CC=C(Cl)C(Cl)=C1
2,5-Dichlorophenol	Approved Name	DTXSID7025003	2,5-Dichlorophenol	583-78-8	OC1=CC(Cl)=CC=C1Cl
1,3-Dichloro-2-propanol	Approved Name	DTXSID6025010	1,3-Dichloro-2-propanol	96-23-1	OC(CCl)CCl
Benzal chloride	Approved Name	DTXSID6025014	Benzal chloride	98-87-3	ClC(Cl)C1=CC=CC=C1
Dicumyl peroxide	Approved Name	DTXSID1025017	Dicumyl peroxide	80-43-3	CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1
Dicyclohexylamine	Approved Name	DTXSID6025018	Dicyclohexylamine	101-83-7	C1CCC(CC1)NC1CCCCC1
Dicyclohexyl phthalate	Approved Name	DTXSID5025021	Dicyclohexyl phthalate	84-61-7	O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1
Dicyclopentadiene	Approved Name	DTXSID5025023	Dicyclopentadiene	77-73-6	C1C=CC2C3CC(C=C3)C12
Diethylene glycol monomethyl ether	Integrated Source Name	DTXSID3025049	Diethylene glycol monomethyl ether	111-77-3	COCCOCCO
Diethylenetriamine	Approved Name	DTXSID2025050	Diethylenetriamine	111-40-0	NCCNCCN
Bis(2-ethylhexyl) decanedioate	Approved Name	DTXSID7025055	Bis(2-ethylhexyl) decanedioate	122-62-3	CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC
Dihexyl phthalate	Approved Name	DTXSID6025068	Dihexyl phthalate	84-75-3	CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC
Diisobutyl ketone	Approved Name	DTXSID4025080	Diisobutyl ketone	108-83-8	CC(C)CC(=O)CC(C)C
3,3'-Dimethoxybenzidine	Approved Name	DTXSID3025091	3,3'-Dimethoxybenzidine	119-90-4	COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1
Dimethyl adipate	Approved Name	DTXSID8025096	Dimethyl adipate	627-93-0	COC(=O)CCCCC(=O)OC
3-Dimethylaminophenol	Approved Name	DTXSID0025101	3-Dimethylaminophenol	99-07-0	CN(C)C1=CC=CC(O)=C1
3-(Dimethylamino)propylamine	Approved Name	DTXSID5025102	3-(Dimethylamino)propylamine	109-55-7	CN(C)CCCN
2,5-Dimethyl-2,5-di-(tert-butylperoxy)hexane	Integrated Source Name	DTXSID9025110	2,5-Dimethyl-2,5-di-(tert-butylperoxy)hexane	78-63-7	CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C
Dimethyl glutarate	Approved Name	DTXSID3025122	Dimethyl glutarate	1119-40-0	COC(=O)CCCC(=O)OC
Dimethylnaphthalene	Approved Name	DTXSID7025130	Dimethylnaphthalene	28804-88-8	C*.C*.C1=CC2=C(C=C1)C=CC=C2 |c:2,6,9,11,m:1:4.5,3:4.8.9.10.11.12.13|
1,2-Dimethyl-3-nitrobenzene	Approved Name	DTXSID7025132	1,2-Dimethyl-3-nitrobenzene	83-41-0	CC1=CC=CC(=C1C)[N+]([O-])=O
1,2-Dimethyl-4-nitrobenzene	Approved Name	DTXSID2025133	1,2-Dimethyl-4-nitrobenzene	99-51-4	CC1=CC=C(C=C1C)[N+]([O-])=O
1,3-Dimethyl-4-nitrobenzene	Approved Name	DTXSID2025135	1,3-Dimethyl-4-nitrobenzene	89-87-2	CC1=CC(C)=C(C=C1)[N+]([O-])=O
Dimethylolurea	Synonym	DTXSID6025141	1,3-Dimethylolurea	140-95-4	OCNC(=O)NCO
2,3-Dimethylphenol	Approved Name	DTXSID6025143	2,3-Dimethylphenol	526-75-0	CC1=C(C)C(O)=CC=C1
2,5-Dimethylphenol	Approved Name	DTXSID6025145	2,5-Dimethylphenol	95-87-4	CC1=CC(O)=C(C)C=C1
3,5-Dimethylphenol	Approved Name	DTXSID1025148	3,5-Dimethylphenol	108-68-9	CC1=CC(O)=CC(C)=C1
Dimethyl succinate	Approved Name	DTXSID5025152	Dimethyl succinate	106-65-0	COC(=O)CCC(=O)OC
1,3-Diphenylguanidine	Approved Name	DTXSID3025178	1,3-Diphenylguanidine	102-06-7	N=C(NC1=CC=CC=C1)NC1=CC=CC=C1
(2-Dodecenyl)succinic anhydride	Approved Name	DTXSID7025217	(2-Dodecenyl)succinic anhydride	19780-11-1	CCCCCCCCCC=CCC1CC(=O)OC1=O
Sodium dodecylbenzenesulfonate	Approved Name	DTXSID7025219	Sodium dodecylbenzenesulfonate	25155-30-0	[Na+].CCCCCCCCCCCC*.[O-]S(=O)(=O)C1=CC=CC=C1 |c:18,20,t:16,lp:14:3,16:2,17:2,m:13:21.22.23|
Econazole nitrate	Approved Name	DTXSID6025226	Econazole nitrate	24169-02-6	O[N+]([O-])=O.ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
Eosin	Approved Name	DTXSID0025234	Eosin	17372-87-1	[Na+].[Na+].[O-]C1=C(Br)C2=C(C=C1Br)C1(OC(=O)C3=C1C=CC=C3)C1=CC(Br)=C([O-])C(Br)=C1O2
N-Ethylaniline	Approved Name	DTXSID1025271	N-Ethylaniline	103-69-5	CCNC1=CC=CC=C1
Ethyl anthranilate	Approved Name	DTXSID6025272	Ethyl anthranilate	87-25-2	CCOC(=O)C1=C(N)C=CC=C1
2-Ethylhexanal	Approved Name	DTXSID9025291	2-Ethylhexanal	123-05-7	CCCCC(CC)C=O
2-Ethyl-1,3-hexanediol	Approved Name	DTXSID4025292	2-Ethyl-1,3-hexanediol	94-96-2	CCCC(O)C(CC)CO
2-Ethylhexanoic acid	Approved Name	DTXSID9025293	2-Ethylhexanoic acid	149-57-5	CCCCC(CC)C(O)=O
2-Ethyl-2-hexenal	Approved Name	DTXSID4025296	2-Ethyl-2-hexenal	645-62-5	CCCC=C(CC)C=O
2-Ethylhexyl acrylate	Approved Name	DTXSID9025297	2-Ethylhexyl acrylate	103-11-7	CCCCC(CC)COC(=O)C=C
2-Ethylhexyl diphenyl phosphate	Approved Name	DTXSID1025300	2-Ethylhexyl diphenyl phosphate	1241-94-7	CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1
5-Ethylidene-2-norbornene	Approved Name	DTXSID1025306	5-Ethylidene-2-norbornene	16219-75-3	CC=C1CC2CC1C=C2
Formamide	Approved Name	DTXSID8025337	Formamide	75-12-7	NC=O
Furfuryl alcohol	Approved Name	DTXSID2025347	Furfuryl alcohol	98-00-0	OCC1=CC=CO1
Glutaraldehyde	Approved Name	DTXSID6025355	Glutaraldehyde	111-30-8	O=CCCCC=O
Glycolic acid	Approved Name	DTXSID0025363	Glycolic acid	79-14-1	OCC(O)=O
Hexamethyldisilazane	Approved Name	DTXSID2025395	Hexamethyldisilazane	999-97-3	C[Si](C)(C)N[Si](C)(C)C
Hexyl benzoate	Approved Name	DTXSID9025403	Hexyl benzoate	6789-88-4	CCCCCCOC(=O)C1=CC=CC=C1
2-Hydroxy-2-methylpropanenitrile	Approved Name	DTXSID7025427	2-Hydroxy-2-methylpropanenitrile	75-86-5	CC(C)(O)C#N
6-Hydroxy-2-naphthyl disulfide	Approved Name	DTXSID7025429	6-Hydroxy-2-naphthyl disulfide	6088-51-3	OC1=CC2=CC=C(SSC3=CC4=CC=C(O)C=C4C=C3)C=C2C=C1
8-Hydroxyquinoline sulfate	Approved Name	DTXSID6025436	8-Hydroxyquinoline sulfate	134-31-6	OS(O)(=O)=O.OC1=C2N=CC=CC2=CC=C1.OC1=C2N=CC=CC2=CC=C1
Hydroxyurea	Approved Name	DTXSID6025438	Hydroxyurea	127-07-1	NC(=O)NO
4-(2,6,6-Trimethyl-cyclohex-1-enyl)-but-3-en-2-one	Approved Name	DTXSID9025451	4-(2,6,6-Trimethyl-cyclohex-1-enyl)-but-3-en-2-one	14901-07-6	CC(=O)C=CC1=C(C)CCCC1(C)C
3-Methylbutyl acetate	Approved Name	DTXSID9025453	3-Methylbutyl acetate	123-92-2	CC(C)CCOC(C)=O
Isopentyl alcohol	Approved Name	DTXSID3025469	Isopentyl alcohol	123-51-3	CC(C)CCO
Isopropyl acetate	Approved Name	DTXSID2025478	Isopropyl acetate	108-21-4	CC(C)OC(C)=O
Isoproterenol hydrochloride	Approved Name	DTXSID6025486	Isoproterenol hydrochloride	51-30-9	Cl.CC(C)NCC(O)C1=CC(O)=C(O)C=C1
Linalool	Approved Name	DTXSID7025502	Linalool	78-70-6	CC(C)=CCCC(C)(O)C=C
Linoleic acid	Approved Name	DTXSID2025505	Linoleic acid	60-33-3	CCCCC\C=C/C\C=C/CCCCCCCC(O)=O
Linolenic acid	Approved Name	DTXSID7025506	Linolenic acid	463-40-1	CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
Maltol	Approved Name	DTXSID0025523	Maltol	118-71-8	CC1=C(O)C(=O)C=CO1
Methyl 2-aminobenzoate	Approved Name	DTXSID6025567	Methyl 2-aminobenzoate	134-20-3	COC(=O)C1=C(N)C=CC=C1
N,N'-Methylenebisacrylamide	Approved Name	DTXSID8025595	N,N'-Methylenebisacrylamide	110-26-9	C=CC(=O)NCNC(=O)C=C
Methylene bis(thiocyanate)	Approved Name	DTXSID8025599	Methylene bis(thiocyanate)	6317-18-6	N#CSCSC#N
Methyleugenol	Approved Name	DTXSID5025607	Methyleugenol	93-15-2	COC1=CC=C(CC=C)C=C1OC
2-Methylpentanedinitrile	Approved Name	DTXSID4025612	2-Methylpentanedinitrile	4553-62-2	CC(CCC#N)C#N
Methyl salicylate	Approved Name	DTXSID5025659	Methyl salicylate	119-36-8	COC(=O)C1=C(O)C=CC=C1
Methyl styryl ketone	Approved Name	DTXSID4025662	Methyl styryl ketone	122-57-6	CC(=O)C=CC1=CC=CC=C1
Mono(2-ethylhexyl) phthalate	Expert Validated Synonym	DTXSID2025680	MEHP	4376-20-9	CCCCC(CC)COC(=O)C1=CC=CC=C1C(O)=O
Morpholine	Approved Name	DTXSID2025688	Morpholine	110-91-8	C1COCCN1
Myrcene	Approved Name	DTXSID6025692	Myrcene	123-35-3	CC(C)=CCCC(=C)C=C
2-Nitroaniline	Approved Name	DTXSID1025726	2-Nitroaniline	88-74-4	NC1=CC=CC=C1[N+]([O-])=O
2-Nitrotoluene	Approved Name	DTXSID4025791	2-Nitrotoluene	88-72-2	CC1=CC=CC=C1[N+]([O-])=O
Nonane	Approved Name	DTXSID9025796	Nonane	111-84-2	CCCCCCCCC
Octhilinone	Approved Name	DTXSID1025805	Octhilinone	26530-20-1	CCCCCCCCN1SC=CC1=O
Oleic acid	Approved Name	DTXSID1025809	Oleic acid	112-80-1	CCCCCCCC\C=C/CCCCCCCC(O)=O
Oxalic acid	Approved Name	DTXSID0025816	Oxalic acid	144-62-7	OC(=O)C(O)=O
1,10-Phenanthroline	Approved Name	DTXSID1025857	1,10-Phenanthroline	66-71-7	C1=CC2=C(N=C1)C1=C(C=CC=N1)C=C2
4-Ethoxyaniline	Approved Name	DTXSID0025864	4-Ethoxyaniline	156-43-4	CCOC1=CC=C(N)C=C1
1,2-Phenylenediamine	Approved Name	DTXSID3025881	1,2-Phenylenediamine	95-54-5	NC1=C(N)C=CC=C1
Ethyl 3-phenylglycidate	Expert Validated Synonym	DTXSID8025886	Ethyl 2,3-epoxy-3-phenylpropionate	121-39-1	CCOC(=O)C1OC1C1=CC=CC=C1
N-Phenyl-1-naphthylamine	Approved Name	DTXSID2025892	N-Phenyl-1-naphthylamine	90-30-2	N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1
N-Phenyl-1,4-benzenediamine	Approved Name	DTXSID7025895	N-Phenyl-1,4-benzenediamine	101-54-2	NC1=CC=C(NC2=CC=CC=C2)C=C1
Sodium dodecyl sulfate	Approved Name	DTXSID1026031	Sodium dodecyl sulfate	151-21-3	[Na+].CCCCCCCCCCCCOS([O-])(=O)=O
Sodium ethasulfate	Approved Name	DTXSID1026033	Sodium ethasulfate	126-92-1	[Na+].CCCCC(CC)COS([O-])(=O)=O
Sodium 2-mercaptobenzothiolate	Approved Name	DTXSID1026035	Sodium 2-mercaptobenzothiolate	2492-26-4	[Na+].[S-]C1=NC2=CC=CC=C2S1
Sulfan blue	Approved Name	DTXSID3026065	Sulfan blue	129-17-9	[Na+].CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=CC=C(C=C1S([O-])(=O)=O)S([O-])(=O)=O
Tannic acid	Approved Name	DTXSID2026076	Tannic acid	1401-55-4	-
Terephthalic acid	Approved Name	DTXSID6026080	Terephthalic acid	100-21-0	OC(=O)C1=CC=C(C=C1)C(O)=O
3,3',5,5'-Tetrabromobisphenol A	Approved Name	DTXSID1026081	3,3',5,5'-Tetrabromobisphenol A	79-94-7	CC(C)(C1=CC(Br)=C(O)C(Br)=C1)C1=CC(Br)=C(O)C(Br)=C1
Tetrachlorophthalic anhydride	Approved Name	DTXSID7026102	Tetrachlorophthalic anhydride	117-08-8	ClC1=C2C(=O)OC(=O)C2=C(Cl)C(Cl)=C1Cl
Tetralin	Approved Name	DTXSID1026118	Tetralin	119-64-2	C1CCC2=C(C1)C=CC=C2
Theobromine	Approved Name	DTXSID9026132	Theobromine	83-67-0	CN1C=NC2=C1C(=O)NC(=O)N2C
Thioglycolic acid	Approved Name	DTXSID8026141	Thioglycolic acid	68-11-1	OC(=O)CS
Toluene-2,4-diisocyanate	Integrated Source Name	DTXSID7026156	Toluene 2,4-diisocyanate	584-84-9	CC1=CC=C(C=C1N=C=O)N=C=O
2-Methylaniline	Approved Name	DTXSID1026164	2-Methylaniline	95-53-4	CC1=C(N)C=CC=C1
Tolyltriazole	Approved Name	DTXSID0026171	Tolyltriazole	29385-43-1	-
Potassium dichloroisocyanurate	Approved Name	DTXSID5026178	Potassium dichloroisocyanurate	2244-21-5	[K+].[O-]C1=NC(=O)N(Cl)C(=O)N1Cl
Tributylamine	Approved Name	DTXSID4026183	Tributylamine	102-82-9	CCCCN(CCCC)CCCC
1,2,3-Trichlorobenzene	Approved Name	DTXSID8026193	1,2,3-Trichlorobenzene	87-61-6	ClC1=CC=CC(Cl)=C1Cl
Triclocarban	Approved Name	DTXSID4026214	Triclocarban	101-20-2	ClC1=CC=C(NC(=O)NC2=CC=C(Cl)C(Cl)=C2)C=C1
Triethylene glycol diacetate	Approved Name	DTXSID3026223	Triethylene glycol diacetate	111-21-7	CC(=O)OCCOCCOCCOC(C)=O
Triethylene glycol dimethyl ether	Approved Name	DTXSID8026224	Triethylene glycol dimethyl ether	112-49-2	COCCOCCOCCOC
Triethyl phosphate	Approved Name	DTXSID8026228	Triethyl phosphate	78-40-0	CCOP(=O)(OCC)OCC
Trimellitic anhydride	Approved Name	DTXSID7026235	Trimellitic anhydride	552-30-7	OC(=O)C1=CC=C2C(=O)OC(=O)C2=C1
Trimethylamine	Approved Name	DTXSID2026238	Trimethylamine	75-50-3	CN(C)C
Triphenylphosphine	Approved Name	DTXSID5026251	Triphenylphosphine	603-35-0	C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1
Triphenyl phosphite	Approved Name	DTXSID0026252	Triphenyl phosphite	101-02-0	O(P(OC1=CC=CC=C1)OC1=CC=CC=C1)C1=CC=CC=C1
Tris(2-chloroethyl) phosphite	Approved Name	DTXSID0026258	Tris(2-chloroethyl) phosphite	140-08-9	ClCCOP(OCCCl)OCCCl
Tris(2-chloroisopropyl)phosphate	Approved Name	DTXSID5026259	Tris(2-chloroisopropyl)phosphate	13674-84-5	CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl
Tris(1,3-dichloro-2-propyl)phosphate	Integrated Source Name	DTXSID9026261	Tris(1,3-dichloro-2-propyl) phosphate	13674-87-8	ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl
Triglycidyl isocyanurate	Expert Validated Synonym	DTXSID4026262	Tris(2,3-epoxypropyl)isocyanurate	2451-62-9	O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1
Tris(2-ethylhexyl) trimellitate	Approved Name	DTXSID9026265	Tris(2-ethylhexyl) trimellitate	3319-31-1	CCCCC(CC)COC(=O)C1=CC=C(C(=O)OCC(CC)CCCC)C(=C1)C(=O)OCC(CC)CCCC
Veratraldehyde	Approved Name	DTXSID7026285	Veratraldehyde	120-14-9	COC1=CC=C(C=O)C=C1OC
1,3-Dimethylbenzene	Expert Validated Synonym	DTXSID6026298	m-Xylene	108-38-3	CC1=CC(C)=CC=C1
Sodium xylenesulfonate	Approved Name	DTXSID3026302	Sodium xylenesulfonate	1300-72-7	C*.C*.OS(=O)(=O)C1=CC=CC=C1 |c:8,10,t:6,lp:4:2,6:2,7:2,m:1:9.10,3:10.11.12.13|
2,6-Dimethylaniline	Approved Name	DTXSID8026307	2,6-Dimethylaniline	87-62-7	CC1=CC=CC(C)=C1N
Zinc pyrithione	Approved Name	DTXSID7026314	Zinc pyrithione	13463-41-7	[O-]1N2C=CC=CC2=[S][Zn++]11[O-]N2C=CC=CC2=[S]1
2-Phenylethanol	Approved Name	DTXSID9026342	2-Phenylethanol	60-12-8	OCCC1=CC=CC=C1
Salicylic acid	Approved Name	DTXSID7026368	Salicylic acid	69-72-7	OC(=O)C1=C(O)C=CC=C1
Acetyl tributyl citrate	Approved Name	DTXSID2026446	Acetyl tributyl citrate	77-90-7	CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC
2-Methylpropanenitrile	Approved Name	DTXSID5026461	2-Methylpropanenitrile	78-82-0	CC(C)C#N
2,2-Dimethyl-3-methylenebicyclo[2.2.1]heptane	Expert Validated Synonym	DTXSID8026488	Camphene	79-92-5	CC1(C)C2CCC(C2)C1=C
alpha-Terpinyl acetate	Approved Name	DTXSID2026496	alpha-Terpinyl acetate	80-26-2	CC(=O)OC(C)(C)C1CCC(C)=CC1
3-(4-tert-Butylphenyl)-2-methylpropanal	Synonym from Valid Source	DTXSID9026500	2-(4-Tert-Butylbenzyl)propionaldehyde	80-54-6	CC(CC1=CC=C(C=C1)C(C)(C)C)C=O
alpha-Pinene	Approved Name	DTXSID4026501	alpha-Pinene	80-56-8	CC1=CCC2CC1C2(C)C
1,2,3,6-Tetrahydrophthalimide	Approved Name	DTXSID8026513	1,2,3,6-Tetrahydrophthalimide	85-40-5	O=C1NC(=O)C2CC=CCC12
Phthalimide	Approved Name	DTXSID3026514	Phthalimide	85-41-6	O=C1NC(=O)C2=C1C=CC=C2
Symclosene	Approved Name	DTXSID2026523	Symclosene	87-90-1	ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O
2-tert-Butylphenol	Approved Name	DTXSID2026525	2-tert-Butylphenol	88-18-6	CC(C)(C)C1=C(O)C=CC=C1
2-tert-Butyl-5-methylphenol	Approved Name	DTXSID2026529	2-Tert-Butyl-5-methylphenol	88-60-8	CC1=CC(O)=C(C=C1)C(C)(C)C
2,4,6-Tris(dimethylaminomethyl)phenol	Approved Name	DTXSID5026548	2,4,6-Tris(dimethylaminomethyl)phenol	90-72-2	CN(C)CC1=CC(CN(C)C)=C(O)C(CN(C)C)=C1
Triethylene glycol bis(2-ethylhexanoate)	Approved Name	DTXSID3026564	Triethylene glycol bis(2-ethylhexanoate)	94-28-0	CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC
Dimethyl hexahydroterephthalate	Expert Validated Synonym	DTXSID3026566	Dimethyl cyclohexane-1,4-dicarboxylate	94-60-0	COC(=O)C1CCC(CC1)C(=O)OC
2,4-Di-tert-butylphenol	Approved Name	DTXSID2026602	2,4-Di-tert-butylphenol	96-76-4	CC(C)(C)C1=CC(=C(O)C=C1)C(C)(C)C
4-tert-Butylcyclohexanol	Approved Name	DTXSID5026623	4-tert-Butylcyclohexanol	98-52-2	CC(C)(C)C1CCC(O)CC1
