INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	DTXCID	CASRN	QSAR_READY_SMILES
15299-99-7	CAS-RN	DTXSID5024211	Napropamide	DTXCID504211	15299-99-7	CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1
1929-82-4	CAS-RN	DTXSID0024216	Nitrapyrin	DTXCID504216	1929-82-4	ClC1=CC=CC(=N1)C(Cl)(Cl)Cl
27314-13-2	CAS-RN	DTXSID8024234	Norflurazon	DTXCID304234	27314-13-2	CN=C1C=NN(C2=CC=CC(=C2)C(F)(F)F)C(=O)C1Cl
85509-19-9	CAS-RN	DTXSID3024235	Flusilazole	DTXCID704235	85509-19-9	C[Si](CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1
19044-88-3	CAS-RN	DTXSID8024238	Oryzalin	DTXCID904238	19044-88-3	CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(N)(=O)=O)[N+]([O-])=O
19666-30-9	CAS-RN	DTXSID3024239	Oxadiazon	DTXCID304239	19666-30-9	CC(C)OC1=CC(N2N=C(OC2=O)C(C)(C)C)=C(Cl)C=C1Cl
42874-03-3	CAS-RN	DTXSID7024241	Oxyfluorfen	DTXCID404241	42874-03-3	CCOC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O
76738-62-0	CAS-RN	DTXSID2024242	Paclobutrazol	DTXCID50196503	76738-62-0	CC(C)(C)C(O)C(CC1=CC=C(Cl)C=C1)N1C=NC=N1
40487-42-1	CAS-RN	DTXSID7024245	Pendimethalin	DTXCID004245	40487-42-1	CCC(CC)NC1=C(C(C)=C(C)C=C1[N+]([O-])=O)[N+]([O-])=O
85-01-8	CAS-RN	DTXSID6024254	Phenanthrene	DTXCID904254	85-01-8	C1=CC2=C(C=C1)C1=C(C=CC=C1)C=C2
13684-63-4	CAS-RN	DTXSID1024255	Phenmedipham	DTXCID304255	13684-63-4	COC(=O)NC1=CC(OC(=O)NC2=CC=CC(C)=C2)=CC=C1
2310-17-0	CAS-RN	DTXSID1024259	Phosalone	DTXCID904259	2310-17-0	CCOP(=S)(OCC)SCN1C(=O)OC2=CC(Cl)=CC=C12
732-11-6	CAS-RN	DTXSID5024261	Phosmet	DTXCID004261	732-11-6	COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O
7664-38-2	CAS-RN	DTXSID5024263	Phosphoric acid	DTXCID804263	7664-38-2	-
29232-93-7	CAS-RN	DTXSID0024266	Pirimiphos-methyl	DTXCID004266	29232-93-7	CCN(CC)C1=NC(OP(=S)(OC)OC)=CC(C)=N1
67747-09-5	CAS-RN	DTXSID4024270	Prochloraz	DTXCID904270	67747-09-5	CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1
7287-19-6	CAS-RN	DTXSID4024272	Prometryn	DTXCID704272	7287-19-6	CSC1=NC(NC(C)C)=NC(NC(C)C)=N1
1918-16-7	CAS-RN	DTXSID4024274	Propachlor	DTXCID504274	1918-16-7	CC(C)N(C(=O)CCl)C1=CC=CC=C1
2312-35-8	CAS-RN	DTXSID4024276	Propargite	DTXCID304276	2312-35-8	CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1
60207-90-1	CAS-RN	DTXSID8024280	Propiconazole	DTXCID204280	60207-90-1	CCCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1
107-98-2	CAS-RN	DTXSID8024284	1-Methoxy-2-propanol	DTXCID804284	107-98-2	COCC(C)O
81335-77-5	CAS-RN	DTXSID3024287	Imazethapyr	DTXCID004287	81335-77-5	CCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O
129-00-0	CAS-RN	DTXSID3024289	Pyrene	DTXCID804289	129-00-0	C1=CC2=C3C(C=CC4=CC=CC(C=C2)=C34)=C1
78587-05-0	CAS-RN	DTXSID7024299	Hexythiazox	DTXCID10196605	78587-05-0	CC1C(SC(=O)N1C(=O)NC1CCCCC1)C1=CC=C(Cl)C=C1
74051-80-2	CAS-RN	DTXSID9024304	Sethoxydim	DTXCID604304	74051-80-2	CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O
62-74-8	CAS-RN	DTXSID8024311	Sodium fluoroacetate	DTXCID704311	62-74-8	OC(=O)CF
88671-89-0	CAS-RN	DTXSID8024315	Myclobutanil	DTXCID304315	88671-89-0	CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1
34014-18-1	CAS-RN	DTXSID3024316	Tebuthiuron	DTXCID704316	34014-18-1	CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C
5902-51-2	CAS-RN	DTXSID8024317	Terbacil	DTXCID104317	5902-51-2	CC1=NC(=O)N(C(=O)C1Cl)C(C)(C)C
95-94-3	CAS-RN	DTXSID7024320	1,2,4,5-Tetrachlorobenzene	DTXCID604320	95-94-3	ClC1=CC(Cl)=C(Cl)C=C1Cl
28249-77-6	CAS-RN	DTXSID6024337	Thiobencarb	DTXCID704337	28249-77-6	CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1
23564-05-8	CAS-RN	DTXSID1024338	Thiophanate-methyl	DTXCID104338	23564-05-8	COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1
2303-17-5	CAS-RN	DTXSID5024344	Tri-allate	DTXCID804344	2303-17-5	CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl
95-95-4	CAS-RN	DTXSID4024359	2,4,5-Trichlorophenol	DTXCID104359	95-95-4	OC1=C(Cl)C=C(Cl)C(Cl)=C1
112-50-5	CAS-RN	DTXSID3024368	2-[2-(2-Ethoxyethoxy)ethoxy]ethanol	DTXCID004368	112-50-5	CCOCCOCCOCCO
1929-77-7	CAS-RN	DTXSID7024376	Vernolate	DTXCID504376	1929-77-7	CCCSC(=O)N(CCC)CCC
64-19-7	CAS-RN	DTXSID5024394	Acetic acid	DTXCID304394	64-19-7	CC(O)=O
1646-75-9	CAS-RN	DTXSID9024431	Aldicarb oxime	DTXCID504431	1646-75-9	CSC(C)(C)C=NO
25956-17-6	CAS-RN	DTXSID4024436	Allura Red C.I.16035	DTXCID504436	25956-17-6	COC1=C(C=C(C)C(=C1)S(O)(=O)=O)N=NC1=C(O)C=CC2=CC(=CC=C12)S(O)(=O)=O
60-09-3	CAS-RN	DTXSID6024460	4-Aminoazobenzene	DTXCID004460	60-09-3	NC1=CC=C(C=C1)N=NC1=CC=CC=C1
150-13-0	CAS-RN	DTXSID6024466	4-Aminobenzoic acid	DTXCID404466	150-13-0	NC1=CC=C(C=C1)C(O)=O
2835-95-2	CAS-RN	DTXSID9024489	5-Amino-2-methylphenol	DTXCID204489	2835-95-2	CC1=C(O)C=C(N)C=C1
63-05-8	CAS-RN	DTXSID8024523	4-Androstene-3,17-dione	DTXCID204523	63-05-8	CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O
1143-38-0	CAS-RN	DTXSID7024538	Anthralin	DTXCID504538	1143-38-0	OC1=C2C(CC3=CC=CC(O)=C3C2=O)=CC=C1
123-77-3	CAS-RN	DTXSID0024553	Azodicarbonamide	DTXCID104553	123-77-3	NC(=O)N=NC(N)=O
95-16-9	CAS-RN	DTXSID7024586	Benzothiazole	DTXCID204586	95-16-9	S1C=NC2=CC=CC=C12
118-58-1	CAS-RN	DTXSID1024598	Benzyl salicylate	DTXCID304598	118-58-1	OC1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1
111-96-6	CAS-RN	DTXSID1024621	Diethylene glycol dimethyl ether	DTXCID604621	111-96-6	COCCOCCOC
1675-54-3	CAS-RN	DTXSID6024624	Bisphenol A diglycidyl ether	DTXCID804624	1675-54-3	CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1
52-51-7	CAS-RN	DTXSID8024652	Bronopol	DTXCID904652	52-51-7	OCC(Br)(CO)[N+]([O-])=O
627-18-9	CAS-RN	DTXSID3024657	3-Bromo-1-propanol	DTXCID904657	627-18-9	OCCCBr
110-69-0	CAS-RN	DTXSID2024664	Butyraldehyde oxime	DTXCID004664	110-69-0	CCCC=NO
110-63-4	CAS-RN	DTXSID2024666	1,4-Butanediol	DTXCID804666	110-63-4	OCCCCO
141-32-2	CAS-RN	DTXSID6024676	Butyl acrylate	DTXCID104676	141-32-2	CCCCOC(=O)C=C
75-64-9	CAS-RN	DTXSID5024681	tert-Butylamine	DTXCID404681	75-64-9	CC(C)(C)N
8/6/2426	Not CAS Number Format	-	-	-	-	-
614-45-9	CAS-RN	DTXSID9024699	tert-Butyl perbenzoate	DTXCID904699	614-45-9	CC(C)(C)OOC(=O)C1=CC=CC=C1
98-51-1	CAS-RN	DTXSID1024704	4-tert-Butyltoluene	DTXCID404704	98-51-1	CC1=CC=C(C=C1)C(C)(C)C
464-49-3	CAS-RN	DTXSID4024721	D-Camphor	DTXCID804721	464-49-3	CC1(C)C2CCC1(C)C(=O)C2
10605-21-7	CAS-RN	DTXSID4024729	Carbendazim	DTXCID004729	10605-21-7	COC(=O)NC1=NC2=CC=CC=C2N1
2675-77-6	CAS-RN	DTXSID2024793	Chloroneb	DTXCID704793	2675-77-6	COC1=CC(Cl)=C(OC)C=C1Cl
106-43-4	CAS-RN	DTXSID8024814	4-Chlorotoluene	DTXCID904814	106-43-4	CC1=CC=C(Cl)C=C1
98-56-6	CAS-RN	DTXSID7024821	1-Chloro-4-(trifluoromethyl)benzene	DTXCID004821	98-56-6	FC(F)(F)C1=CC=C(Cl)C=C1
69-09-0	CAS-RN	DTXSID7024827	Chlorpromazine hydrochloride	DTXCID404827	69-09-0	CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2
14371-10-9	CAS-RN	DTXSID6024834	(2E)-3-Phenylprop-2-enal	DTXCID504834	14371-10-9	O=CC=CC1=CC=CC=C1
5392-40-5	CAS-RN	DTXSID6024836	3,7-Dimethyl-2,6-octadienal	DTXCID304836	5392-40-5	CC(C)=CCCC(C)=CC=O
64-86-8	CAS-RN	DTXSID5024845	Colchicine	DTXCID204845	64-86-8	COC1=C(OC)C(OC)=C2C(CCC(NC(C)=O)C3=CC(=O)C(OC)=CC=C23)=C1
80-15-9	CAS-RN	DTXSID3024869	Cumene hydroperoxide	DTXCID404869	80-15-9	CC(C)(OO)C1=CC=CC=C1
108-80-5	CAS-RN	DTXSID7024873	Cyanuric acid	DTXCID304873	108-80-5	OC1=NC(O)=NC(O)=N1
66-81-9	CAS-RN	DTXSID6024882	Cycloheximide	DTXCID204882	66-81-9	CC1CC(C)C(=O)C(C1)C(O)CC1CC(=O)NC(=O)C1
6055-19-2	CAS-RN	DTXSID6024888	Cyclophosphamide monohydrate	DTXCID604888	6055-19-2	ClCCN(CCCl)P1(=O)NCCCO1
69-74-9	CAS-RN	DTXSID5024891	Cytarabine hydrochloride	DTXCID104891	69-74-9	NC1=NC(=O)N(C=C1)C1OC(CO)C(O)C1O
533-74-4	CAS-RN	DTXSID7024902	Dazomet	DTXCID004902	533-74-4	CN1CSC(=S)N(C)C1
124-18-5	CAS-RN	DTXSID6024913	Decane	DTXCID704913	124-18-5	CCCCCCCCCC
123-42-2	CAS-RN	DTXSID6024917	Diacetone alcohol	DTXCID304917	123-42-2	CC(=O)CC(C)(C)O
124-09-4	CAS-RN	DTXSID5024922	1,6-Hexanediamine	DTXCID604922	124-09-4	NCCCCCCN
496-72-0	CAS-RN	DTXSID9024930	3,4-Diaminotoluene	DTXCID104930	496-72-0	CC1=CC=C(N)C(N)=C1
3252-43-5	CAS-RN	DTXSID3024940	Dibromoacetonitrile	DTXCID404940	3252-43-5	BrC(Br)C#N
35691-65-7	CAS-RN	DTXSID3024944	1,2-Dibromo-2,4-dicyanobutane	DTXCID004944	35691-65-7	BrCC(Br)(CCC#N)C#N
110-05-4	CAS-RN	DTXSID2024955	Di-tert-butyl peroxide	DTXCID704955	110-05-4	CC(C)(C)OOC(C)(C)C
118-52-5	CAS-RN	DTXSID4024985	1,3-Dichloro-5,5-dimethylhydantoin	DTXCID604985	118-52-5	CC1(C)N(Cl)C(=O)N(Cl)C1=O
80-07-9	CAS-RN	DTXSID9024986	4,4'-Dichlorodiphenyl sulfone	DTXCID004986	80-07-9	ClC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(Cl)C=C1
2782-57-2	CAS-RN	DTXSID8024993	Dichloro-1,3,5-triazinetrione	DTXCID104993	2782-57-2	ClN1C(=O)NC(=O)N(Cl)C1=O
2893-78-9	CAS-RN	DTXSID3024994	Sodium dichloroisocyanurate	DTXCID504994	2893-78-9	ClN1C(=O)NC(=O)N(Cl)C1=O
99-54-7	CAS-RN	DTXSID8024999	3,4-Dichloronitrobenzene	DTXCID504999	99-54-7	[O-][N+](=O)C1=CC=C(Cl)C(Cl)=C1
583-78-8	CAS-RN	DTXSID7025003	2,5-Dichlorophenol	DTXCID705003	583-78-8	OC1=CC(Cl)=CC=C1Cl
96-23-1	CAS-RN	DTXSID6025010	1,3-Dichloro-2-propanol	DTXCID805010	96-23-1	OC(CCl)CCl
98-87-3	CAS-RN	DTXSID6025014	Benzal chloride	DTXCID405014	98-87-3	ClC(Cl)C1=CC=CC=C1
80-43-3	CAS-RN	DTXSID1025017	Dicumyl peroxide	DTXCID605017	80-43-3	CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1
101-83-7	CAS-RN	DTXSID6025018	Dicyclohexylamine	DTXCID005018	101-83-7	C1CCC(CC1)NC1CCCCC1
84-61-7	CAS-RN	DTXSID5025021	Dicyclohexyl phthalate	DTXCID505021	84-61-7	O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1
77-73-6	CAS-RN	DTXSID5025023	Dicyclopentadiene	DTXCID305023	77-73-6	C1C=CC2C3CC(C=C3)C12
111-77-3	CAS-RN	DTXSID3025049	Diethylene glycol monomethyl ether	DTXCID305049	111-77-3	COCCOCCO
111-40-0	CAS-RN	DTXSID2025050	Diethylenetriamine	DTXCID005050	111-40-0	NCCNCCN
122-62-3	CAS-RN	DTXSID7025055	Bis(2-ethylhexyl) decanedioate	DTXCID005055	122-62-3	CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC
84-75-3	CAS-RN	DTXSID6025068	Dihexyl phthalate	DTXCID505068	84-75-3	CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC
108-83-8	CAS-RN	DTXSID4025080	Diisobutyl ketone	DTXCID905080	108-83-8	CC(C)CC(=O)CC(C)C
119-90-4	CAS-RN	DTXSID3025091	3,3'-Dimethoxybenzidine	DTXCID605091	119-90-4	COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1
627-93-0	CAS-RN	DTXSID8025096	Dimethyl adipate	DTXCID605096	627-93-0	COC(=O)CCCCC(=O)OC
99-07-0	CAS-RN	DTXSID0025101	3-Dimethylaminophenol	DTXCID105101	99-07-0	CN(C)C1=CC=CC(O)=C1
109-55-7	CAS-RN	DTXSID5025102	3-(Dimethylamino)propylamine	DTXCID505102	109-55-7	CN(C)CCCN
78-63-7	CAS-RN	DTXSID9025110	2,5-Dimethyl-2,5-di-(tert-butylperoxy)hexane	DTXCID005110	78-63-7	CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C
1119-40-0	CAS-RN	DTXSID3025122	Dimethyl glutarate	DTXCID105122	1119-40-0	COC(=O)CCCC(=O)OC
28804-88-8	CAS-RN	DTXSID7025130	Dimethylnaphthalene	DTXCID001323300	28804-88-8	-
83-41-0	CAS-RN	DTXSID7025132	1,2-Dimethyl-3-nitrobenzene	DTXCID405132	83-41-0	CC1=CC=CC(=C1C)[N+]([O-])=O
99-51-4	CAS-RN	DTXSID2025133	1,2-Dimethyl-4-nitrobenzene	DTXCID805133	99-51-4	CC1=CC=C(C=C1C)[N+]([O-])=O
89-87-2	CAS-RN	DTXSID2025135	1,3-Dimethyl-4-nitrobenzene	DTXCID605135	89-87-2	CC1=CC(C)=C(C=C1)[N+]([O-])=O
140-95-4	CAS-RN	DTXSID6025141	1,3-Dimethylolurea	DTXCID305141	140-95-4	OCNC(=O)NCO
526-75-0	CAS-RN	DTXSID6025143	2,3-Dimethylphenol	DTXCID105143	526-75-0	CC1=C(C)C(O)=CC=C1
95-87-4	CAS-RN	DTXSID6025145	2,5-Dimethylphenol	DTXCID905145	95-87-4	CC1=CC(O)=C(C)C=C1
108-68-9	CAS-RN	DTXSID1025148	3,5-Dimethylphenol	DTXCID105148	108-68-9	CC1=CC(O)=CC(C)=C1
106-65-0	CAS-RN	DTXSID5025152	Dimethyl succinate	DTXCID005152	106-65-0	COC(=O)CCC(=O)OC
102-06-7	CAS-RN	DTXSID3025178	1,3-Diphenylguanidine	DTXCID005178	102-06-7	N=C(NC1=CC=CC=C1)NC1=CC=CC=C1
19780-11-1	CAS-RN	DTXSID7025217	(2-Dodecenyl)succinic anhydride	DTXCID10196504	19780-11-1	CCCCCCCCCC=CCC1CC(=O)OC1=O
25155-30-0	CAS-RN	DTXSID7025219	Sodium dodecylbenzenesulfonate	DTXCID501323305	25155-30-0	-
24169-02-6	CAS-RN	DTXSID6025226	Econazole nitrate	DTXCID905226	24169-02-6	ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
17372-87-1	CAS-RN	DTXSID0025234	Eosin	DTXCID201473824	17372-87-1	OC1=C(Br)C2=C(C=C1Br)C1(OC(=O)C3=CC=CC=C13)C1=CC(Br)=C(O)C(Br)=C1O2
103-69-5	CAS-RN	DTXSID1025271	N-Ethylaniline	DTXCID405271	103-69-5	CCNC1=CC=CC=C1
87-25-2	CAS-RN	DTXSID6025272	Ethyl anthranilate	DTXCID805272	87-25-2	CCOC(=O)C1=C(N)C=CC=C1
123-05-7	CAS-RN	DTXSID9025291	2-Ethylhexanal	DTXCID005291	123-05-7	CCCCC(CC)C=O
94-96-2	CAS-RN	DTXSID4025292	2-Ethyl-1,3-hexanediol	DTXCID405292	94-96-2	CCCC(O)C(CC)CO
149-57-5	CAS-RN	DTXSID9025293	2-Ethylhexanoic acid	DTXCID805293	149-57-5	CCCCC(CC)C(O)=O
645-62-5	CAS-RN	DTXSID4025296	2-Ethyl-2-hexenal	DTXCID605295	645-62-5	CCCC=C(CC)C=O
103-11-7	CAS-RN	DTXSID9025297	2-Ethylhexyl acrylate	DTXCID405297	103-11-7	CCCCC(CC)COC(=O)C=C
1241-94-7	CAS-RN	DTXSID1025300	2-Ethylhexyl diphenyl phosphate	DTXCID105300	1241-94-7	CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1
16219-75-3	CAS-RN	DTXSID1025306	5-Ethylidene-2-norbornene	DTXCID505306	16219-75-3	CC=C1CC2CC1C=C2
75-12-7	CAS-RN	DTXSID8025337	Formamide	DTXCID805337	75-12-7	NC=O
98-00-0	CAS-RN	DTXSID2025347	Furfuryl alcohol	DTXCID105347	98-00-0	OCC1=CC=CO1
111-30-8	CAS-RN	DTXSID6025355	Glutaraldehyde	DTXCID605355	111-30-8	O=CCCCC=O
79-14-1	CAS-RN	DTXSID0025363	Glycolic acid	DTXCID105363	79-14-1	OCC(O)=O
999-97-3	CAS-RN	DTXSID2025395	Hexamethyldisilazane	DTXCID805395	999-97-3	C[Si](C)(C)N[Si](C)(C)C
6789-88-4	CAS-RN	DTXSID9025403	Hexyl benzoate	DTXCID505403	6789-88-4	CCCCCCOC(=O)C1=CC=CC=C1
75-86-5	CAS-RN	DTXSID7025427	2-Hydroxy-2-methylpropanenitrile	DTXCID705427	75-86-5	CC(C)(O)C#N
6088-51-3	CAS-RN	DTXSID7025429	6-Hydroxy-2-naphthyl disulfide	DTXCID505429	6088-51-3	OC1=CC2=CC=C(SSC3=CC4=CC=C(O)C=C4C=C3)C=C2C=C1
134-31-6	CAS-RN	DTXSID6025436	8-Hydroxyquinoline sulfate	DTXCID605436	134-31-6	OC1=CC=CC2=CC=CN=C12
127-07-1	CAS-RN	DTXSID6025438	Hydroxyurea	DTXCID405438	127-07-1	NC(=O)NO
14901-07-6	CAS-RN	DTXSID9025451	4-(2,6,6-Trimethyl-cyclohex-1-enyl)-but-3-en-2-one	DTXCID3027952	14901-07-6	CC(=O)C=CC1=C(C)CCCC1(C)C
123-92-2	CAS-RN	DTXSID9025453	3-Methylbutyl acetate	DTXCID005453	123-92-2	CC(C)CCOC(C)=O
123-51-3	CAS-RN	DTXSID3025469	Isopentyl alcohol	DTXCID705469	123-51-3	CC(C)CCO
108-21-4	CAS-RN	DTXSID2025478	Isopropyl acetate	DTXCID605478	108-21-4	CC(C)OC(C)=O
51-30-9	CAS-RN	DTXSID6025486	Isoproterenol hydrochloride	DTXCID105486	51-30-9	CC(C)NCC(O)C1=CC=C(O)C(O)=C1
78-70-6	CAS-RN	DTXSID7025502	Linalool	DTXCID305502	78-70-6	CC(C)=CCCC(C)(O)C=C
60-33-3	CAS-RN	DTXSID2025505	Linoleic acid	DTXCID505505	60-33-3	CCCCCC=CCC=CCCCCCCCC(O)=O
463-40-1	CAS-RN	DTXSID7025506	Linolenic acid	DTXCID905506	463-40-1	CCC=CCC=CCC=CCCCCCCCC(O)=O
118-71-8	CAS-RN	DTXSID0025523	Maltol	DTXCID305523	118-71-8	CC1OC=CC(=O)C1=O
134-20-3	CAS-RN	DTXSID6025567	Methyl 2-aminobenzoate	DTXCID105567	134-20-3	COC(=O)C1=C(N)C=CC=C1
110-26-9	CAS-RN	DTXSID8025595	N,N'-Methylenebisacrylamide	DTXCID205595	110-26-9	C=CC(=O)NCNC(=O)C=C
6317-18-6	CAS-RN	DTXSID8025599	Methylene bis(thiocyanate)	DTXCID805599	6317-18-6	N#CSCSC#N
93-15-2	CAS-RN	DTXSID5025607	Methyleugenol	DTXCID505607	93-15-2	COC1=CC=C(CC=C)C=C1OC
4553-62-2	CAS-RN	DTXSID4025612	2-Methylpentanedinitrile	DTXCID805612	4553-62-2	CC(CCC#N)C#N
119-36-8	CAS-RN	DTXSID5025659	Methyl salicylate	DTXCID805659	119-36-8	COC(=O)C1=C(O)C=CC=C1
122-57-6	CAS-RN	DTXSID4025662	Methyl styryl ketone	DTXCID305662	122-57-6	CC(=O)C=CC1=CC=CC=C1
4376-20-9	CAS-RN	DTXSID2025680	MEHP	DTXCID105680	4376-20-9	CCCCC(CC)COC(=O)C1=CC=CC=C1C(O)=O
110-91-8	CAS-RN	DTXSID2025688	Morpholine	DTXCID305688	110-91-8	C1COCCN1
123-35-3	CAS-RN	DTXSID6025692	Myrcene	DTXCID205692	123-35-3	CC(C)=CCCC(=C)C=C
88-74-4	CAS-RN	DTXSID1025726	2-Nitroaniline	DTXCID905726	88-74-4	NC1=CC=CC=C1[N+]([O-])=O
88-72-2	CAS-RN	DTXSID4025791	2-Nitrotoluene	DTXCID005791	88-72-2	CC1=CC=CC=C1[N+]([O-])=O
111-84-2	CAS-RN	DTXSID9025796	Nonane	DTXCID005796	111-84-2	CCCCCCCCC
26530-20-1	CAS-RN	DTXSID1025805	Octhilinone	DTXCID105805	26530-20-1	CCCCCCCCN1SC=CC1=O
112-80-1	CAS-RN	DTXSID1025809	Oleic acid	DTXCID705809	112-80-1	CCCCCCCCC=CCCCCCCCC(O)=O
144-62-7	CAS-RN	DTXSID0025816	Oxalic acid	DTXCID805816	144-62-7	OC(=O)C(O)=O
66-71-7	CAS-RN	DTXSID1025857	1,10-Phenanthroline	DTXCID405857	66-71-7	C1=CC2=C(N=C1)C1=C(C=CC=N1)C=C2
156-43-4	CAS-RN	DTXSID0025864	4-Ethoxyaniline	DTXCID505864	156-43-4	CCOC1=CC=C(N)C=C1
95-54-5	CAS-RN	DTXSID3025881	1,2-Phenylenediamine	DTXCID905881	95-54-5	NC1=C(N)C=CC=C1
121-39-1	CAS-RN	DTXSID8025886	Ethyl 2,3-epoxy-3-phenylpropionate	DTXCID905886	121-39-1	CCOC(=O)C1OC1C1=CC=CC=C1
90-30-2	CAS-RN	DTXSID2025892	N-Phenyl-1-naphthylamine	DTXCID605892	90-30-2	N(C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1
101-54-2	CAS-RN	DTXSID7025895	N-Phenyl-1,4-benzenediamine	DTXCID805895	101-54-2	NC1=CC=C(NC2=CC=CC=C2)C=C1
151-21-3	CAS-RN	DTXSID1026031	Sodium dodecyl sulfate	DTXCID906031	151-21-3	CCCCCCCCCCCCOS(O)(=O)=O
126-92-1	CAS-RN	DTXSID1026033	Sodium ethasulfate	DTXCID706033	126-92-1	CCCCC(CC)COS(O)(=O)=O
2492-26-4	CAS-RN	DTXSID1026035	Sodium 2-mercaptobenzothiolate	DTXCID506035	2492-26-4	SC1=NC2=C(S1)C=CC=C2
129-17-9	CAS-RN	DTXSID3026065	Sulfan blue	DTXCID406065	129-17-9	CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=CC=C(C=C1S(O)(=O)=O)S(O)(=O)=O
1401-55-4	CAS-RN	DTXSID2026076	Tannic acid	-	1401-55-4	-
100-21-0	CAS-RN	DTXSID6026080	Terephthalic acid	DTXCID006080	100-21-0	OC(=O)C1=CC=C(C=C1)C(O)=O
79-94-7	CAS-RN	DTXSID1026081	3,3',5,5'-Tetrabromobisphenol A	DTXCID406081	79-94-7	CC(C)(C1=CC(Br)=C(O)C(Br)=C1)C1=CC(Br)=C(O)C(Br)=C1
117-08-8	CAS-RN	DTXSID7026102	Tetrachlorophthalic anhydride	DTXCID606102	117-08-8	ClC1=C2C(=O)OC(=O)C2=C(Cl)C(Cl)=C1Cl
119-64-2	CAS-RN	DTXSID1026118	Tetralin	DTXCID306118	119-64-2	C1CCC2=C(C1)C=CC=C2
83-67-0	CAS-RN	DTXSID9026132	Theobromine	DTXCID506132	83-67-0	CN1C=NC2=C1C(=O)NC(=O)N2C
68-11-1	CAS-RN	DTXSID8026141	Thioglycolic acid	DTXCID406141	68-11-1	OC(=O)CS
584-84-9	CAS-RN	DTXSID7026156	Toluene 2,4-diisocyanate	DTXCID901361	584-84-9	CC1=CC=C(C=C1N=C=O)N=C=O
95-53-4	CAS-RN	DTXSID1026164	2-Methylaniline	DTXCID206164	95-53-4	CC1=C(N)C=CC=C1
29385-43-1	CAS-RN	DTXSID0026171	Tolyltriazole	DTXCID101314750	29385-43-1	-
2244-21-5	CAS-RN	DTXSID5026178	Potassium dichloroisocyanurate	DTXCID106178	2244-21-5	ClN1C(=O)NC(=O)N(Cl)C1=O
102-82-9	CAS-RN	DTXSID4026183	Tributylamine	DTXCID406183	102-82-9	CCCCN(CCCC)CCCC
87-61-6	CAS-RN	DTXSID8026193	1,2,3-Trichlorobenzene	DTXCID706193	87-61-6	ClC1=CC=CC(Cl)=C1Cl
101-20-2	CAS-RN	DTXSID4026214	Triclocarban	DTXCID906214	101-20-2	ClC1=CC=C(NC(=O)NC2=CC=C(Cl)C(Cl)=C2)C=C1
111-21-7	CAS-RN	DTXSID3026223	Triethylene glycol diacetate	DTXCID806223	111-21-7	CC(=O)OCCOCCOCCOC(C)=O
112-49-2	CAS-RN	DTXSID8026224	Triethylene glycol dimethyl ether	DTXCID206224	112-49-2	COCCOCCOCCOC
78-40-0	CAS-RN	DTXSID8026228	Triethyl phosphate	DTXCID806228	78-40-0	CCOP(=O)(OCC)OCC
552-30-7	CAS-RN	DTXSID7026235	Trimellitic anhydride	DTXCID906235	552-30-7	OC(=O)C1=CC=C2C(=O)OC(=O)C2=C1
75-50-3	CAS-RN	DTXSID2026238	Trimethylamine	DTXCID106238	75-50-3	CN(C)C
